dni_pac , fecha_solicitado , fecha_turno , presento , matricula_med
28666557 , 2/7/2009 , 7/9/2009 , 0 , 73-641-3487
28666560 , 21/12/2020 , 1/3/2021 , 1 , 10-625-2635
34452828 , 6/8/1977 , 9/3/1977 , 0 , 79-773-308
23302830 , 4/7/1991 , 13/7/1991 , 0 , 87-314-3002
38852821 , 14/3/2014 , 25/5/2014 , 0 , 87-79-3429
43963884 , 1/8/2013 , 13/10/2013 , 0 , 6-445-805
10242589 , 12/10/1971 , 22/10/1971 , 1 , 66-885-1601
28666553 , 4/7/1982 , 18/9/1982 , 0 , 73-641-3487
34452826 , 23/3/1991 , 16/5/1991 , 1 , 18-969-4799
14642582 , 26/1/2014 , 17/2/2014 , 1 , 51-644-9729
10242582 , 7/12/1973 , 15/1/1974 , 0 , 87-79-3429
28666558 , 18/1/1992 , 23/1/1992 , 0 , 15-226-4713
28666552 , 13/2/1984 , 5/2/1984 , 1 , 38-753-2321
38852821 , 26/11/1991 , 30/12/1991 , 0 , 84-678-1961
34452821 , 13/11/2002 , 27/11/2002 , 0 , 10-544-1336
10242591 , 15/2/1970 , 16/5/1970 , 1 , 38-753-2321
24266561 , 18/6/2022 , 9/10/2022 , 1 , 20-106-1058
24266557 , 6/1/1972 , 27/3/1972 , 0 , 12-566-1323
18902830 , 13/9/1976 , 30/9/1976 , 1 , 87-314-3002
23302833 , 18/9/2001 , 27/9/2001 , 1 , 76-93-4361
18902829 , 2/1/1970 , 16/2/1970 , 0 , 79-773-308
10242586 , 17/7/1970 , 8/3/1970 , 0 , 46-148-9236
18902833 , 10/5/2015 , 14/6/2015 , 0 , 42-106-6046
28666559 , 26/1/2008 , 3/1/2008 , 0 , 83-397-1896
43963881 , 9/11/2020 , 1/10/2021 , 1 , 66-885-1601
10242590 , 1/8/1991 , 26/9/1991 , 1 , 10-625-2635
43963884 , 9/5/1970 , 16/7/1970 , 1 , 18-969-4799
34452828 , 19/5/1974 , 18/7/1974 , 0 , 56-707-9622
23302836 , 15/12/1989 , 22/12/1989 , 0 , 10-625-2635
24266554 , 22/5/1973 , 14/7/1973 , 1 , 12-566-1323
18902829 , 10/11/1992 , 13/12/1992 , 1 , 87-79-3429
24266559 , 15/4/1995 , 26/6/1995 , 1 , 9-905-8721
34452825 , 26/10/1972 , 19/11/1972 , 0 , 98-721-1083
10242583 , 14/1/1970 , 19/3/1970 , 1 , 10-246-2532
24266553 , 7/2/2006 , 14/3/2006 , 1 , 19-906-2636
24266559 , 12/12/2004 , 1/8/2005 , 1 , 66-479-9156
10242583 , 26/11/1972 , 1/11/1973 , 0 , 43-282-5362
18902832 , 29/8/2019 , 14/11/2019 , 1 , 8-944-6118
18902831 , 4/7/1974 , 26/9/1974 , 1 , 76-81-9297
34452827 , 20/12/2004 , 20/3/2005 , 0 , 19-906-2636
10242583 , 4/7/2006 , 8/8/2006 , 1 , 9-905-8721
18902831 , 6/8/2008 , 23/10/2008 , 0 , 99-286-5464
14642583 , 29/4/2009 , 14/5/2009 , 0 , 66-885-1601
10242590 , 7/1/1970 , 28/2/1970 , 0 , 38-753-2321
38852819 , 12/6/1970 , 30/7/1970 , 1 , 66-885-1601
14642583 , 8/2/1994 , 19/2/1994 , 1 , 43-381-9419
10242589 , 6/7/2000 , 15/7/2000 , 0 , 86-848-3881
28666556 , 26/6/1973 , 18/9/1973 , 0 , 71-923-9257
10242589 , 9/12/1990 , 25/12/1990 , 1 , 83-397-1896
23302837 , 17/5/1998 , 7/8/1998 , 0 , 73-641-3487
34452819 , 30/1/1970 , 23/2/1970 , 0 , 86-855-1783
18902838 , 26/3/1970 , 5/4/1970 , 0 , 46-148-9236
34452821 , 30/6/1971 , 9/12/1971 , 0 , 43-381-9419
34452826 , 13/3/1970 , 21/4/1970 , 0 , 28-69-3144
34452819 , 29/11/1986 , 27/1/1987 , 1 , 12-88-4730
48363876 , 23/5/1992 , 14/7/1992 , 0 , 19-906-2636
43963885 , 11/11/2021 , 20/12/2021 , 1 , 6-862-1290
10242586 , 26/2/1970 , 3/5/1970 , 1 , 4-726-6430
48363877 , 21/6/2014 , 7/9/2014 , 1 , 56-707-9622
24266554 , 13/7/2005 , 19/7/2005 , 1 , 49-626-8557
18902830 , 18/5/1986 , 17/6/1986 , 1 , 86-855-1783
24266556 , 29/8/2013 , 20/11/2013 , 0 , 76-81-9297
23302830 , 3/1/1970 , 27/3/1970 , 1 , 21-978-218
38852826 , 19/4/2011 , 6/5/2011 , 0 , 59-911-1635
18902833 , 22/6/2021 , 8/5/2021 , 0 , 3-957-5455
34452824 , 18/6/2017 , 7/1/2017 , 1 , 42-68-2932
43963885 , 13/4/1973 , 6/9/1973 , 0 , 86-848-3881
24266557 , 10/10/1980 , 17/10/1980 , 1 , 6-445-805
28666560 , 25/4/1990 , 7/2/1990 , 1 , 79-773-308
28666554 , 3/5/2009 , 31/7/2009 , 1 , 10-246-2532
23302830 , 30/11/1975 , 1/3/1976 , 0 , 6-862-1290
28666554 , 18/7/2010 , 31/7/2010 , 1 , 9-905-8721
34452823 , 25/1/2016 , 3/7/2016 , 1 , 10-246-2532
38852826 , 29/7/1970 , 8/6/1970 , 0 , 20-106-1058
10242588 , 29/8/1996 , 10/5/1996 , 0 , 10-625-2635
23302833 , 29/11/1974 , 2/11/1975 , 0 , 43-381-9419
38852825 , 5/1/1972 , 28/2/1972 , 0 , 21-978-218
24266559 , 10/1/2008 , 21/1/2008 , 0 , 42-68-2932
48363881 , 3/3/1987 , 13/4/1987 , 1 , 43-282-5362
48363881 , 21/1/2021 , 3/7/2021 , 1 , 10-544-1336
10242583 , 9/7/1976 , 9/1/1976 , 1 , 28-69-3144
28666559 , 6/11/1973 , 21/12/1973 , 0 , 76-81-9297
24266556 , 23/5/2003 , 30/5/2003 , 1 , 43-282-5362
14642582 , 21/8/1971 , 18/10/1971 , 0 , 20-106-1058
24266558 , 29/11/2013 , 1/8/2014 , 1 , 56-707-9622
48363883 , 17/9/2015 , 24/11/2015 , 1 , 49-626-8557
28666553 , 12/9/1999 , 24/9/1999 , 0 , 10-246-2532
34452823 , 3/1/1980 , 31/1/1980 , 1 , 46-148-9236
18902836 , 16/5/1986 , 7/8/1986 , 1 , 51-644-9729
23302839 , 11/4/1993 , 19/4/1993 , 0 , 79-773-308
48363877 , 16/4/1999 , 29/5/1999 , 0 , 19-906-2636
24266559 , 10/8/1975 , 11/4/1975 , 0 , 59-911-1635
23302838 , 28/11/2003 , 14/12/2003 , 0 , 44-96-2935
48363881 , 20/7/1995 , 10/12/1995 , 0 , 10-246-2532
14642586 , 20/6/1987 , 7/6/1987 , 1 , 85-623-3585
14642583 , 8/1/1971 , 2/1/1971 , 0 , 28-69-3144
10242585 , 1/3/2016 , 28/4/2016 , 0 , 15-226-4713
43963883 , 5/9/1980 , 11/12/1980 , 0 , 86-855-1783
48363878 , 5/1/1970 , 3/1/1970 , 0 , 38-776-3777
23302837 , 31/5/1972 , 6/10/1972 , 1 , 44-96-2935
23302838 , 6/10/2015 , 22/10/2015 , 0 , 10-544-1336
48363881 , 4/4/1970 , 15/6/1970 , 0 , 87-79-3429
38852828 , 13/5/2012 , 31/7/2012 , 1 , 11-89-2367
14642582 , 13/1/1986 , 2/3/1986 , 1 , 85-623-3585
28666556 , 21/9/1971 , 11/2/1971 , 1 , 42-68-2932
14642590 , 8/1/1970 , 28/2/1970 , 0 , 76-93-4361
34452824 , 19/4/1984 , 18/6/1984 , 1 , 3-957-5455
38852823 , 2/4/1970 , 6/6/1970 , 0 , 73-641-3487
48363883 , 17/3/1995 , 28/5/1995 , 1 , 9-905-8721
14642591 , 9/1/1970 , 14/1/1970 , 1 , 46-148-9236
14642587 , 28/12/1971 , 14/3/1972 , 0 , 49-626-8557
18902835 , 11/3/1970 , 6/2/1970 , 0 , 10-544-1336
38852823 , 1/7/1980 , 20/8/1980 , 1 , 49-626-8557
28666559 , 21/8/2008 , 11/7/2008 , 1 , 38-753-2321
28666558 , 10/9/1973 , 12/9/1973 , 1 , 48-648-3925
48363884 , 6/7/2004 , 17/9/2004 , 0 , 19-906-2636
14642587 , 17/4/1972 , 20/6/1972 , 1 , 43-282-5362
24266560 , 1/1/1970 , 14/1/1970 , 1 , 38-753-2321
24266555 , 27/8/2006 , 30/9/2006 , 0 , 15-226-4713
23302839 , 5/1/1970 , 15/2/1970 , 1 , 66-479-9156
48363878 , 16/9/1972 , 11/9/1972 , 0 , 10-544-1336
34452821 , 21/2/1989 , 3/1/1989 , 1 , 76-81-9297
23302833 , 14/1/1974 , 4/11/1974 , 1 , 38-753-2321
43963884 , 6/1/1970 , 27/3/1970 , 0 , 12-88-4730
38852825 , 7/2/1975 , 16/4/1975 , 1 , 11-89-2367
43963882 , 23/3/2012 , 24/4/2012 , 0 , 99-286-5464
38852822 , 13/3/1978 , 19/5/1978 , 1 , 87-79-3429
43963884 , 18/1/2016 , 28/3/2016 , 0 , 44-96-2935
43963881 , 19/9/2001 , 27/9/2001 , 1 , 78-87-2542
38852821 , 28/7/1970 , 10/1/1970 , 0 , 86-848-3881
10242584 , 26/3/1981 , 14/4/1981 , 1 , 91-667-6172
34452825 , 25/12/1973 , 17/1/1974 , 1 , 10-544-1336
10242583 , 16/12/1978 , 19/2/1979 , 0 , 28-69-3144
24266555 , 10/1/1970 , 25/3/1970 , 0 , 83-397-1896
18902835 , 29/10/1996 , 12/11/1996 , 0 , 38-776-3777
23302829 , 19/1/1970 , 4/5/1970 , 0 , 10-246-2532
43963885 , 15/4/2008 , 7/1/2008 , 1 , 99-286-5464
48363879 , 15/3/1974 , 14/4/1974 , 1 , 21-978-218
34452823 , 5/6/1970 , 8/10/1970 , 1 , 43-381-9419
34452821 , 10/8/2020 , 10/8/2020 , 0 , 10-544-1336
43963880 , 9/4/1996 , 6/9/1996 , 1 , 6-862-1290
23302839 , 1/1/1970 , 19/1/1970 , 0 , 28-69-3144
23302836 , 26/3/2014 , 13/6/2014 , 1 , 80-302-1890
28666559 , 8/9/2010 , 20/11/2010 , 0 , 21-978-218
43963877 , 8/10/2004 , 19/11/2004 , 0 , 20-106-1058
18902835 , 10/6/2021 , 18/8/2021 , 1 , 91-667-6172
34452819 , 18/12/1993 , 24/12/1993 , 0 , 73-641-3487
14642591 , 14/1/1998 , 14/3/1998 , 0 , 76-81-9297
23302830 , 6/7/2008 , 13/9/2008 , 0 , 9-905-8721
14642589 , 8/1/1970 , 25/3/1970 , 0 , 98-721-1083
28666559 , 17/7/1989 , 16/8/1989 , 0 , 42-106-6046
43963884 , 6/12/1977 , 3/1/1978 , 0 , 71-923-9257
34452828 , 1/8/1988 , 16/9/1988 , 1 , 11-89-2367
28666553 , 11/2/1973 , 14/3/1973 , 0 , 66-479-9156
34452827 , 13/2/2013 , 23/4/2013 , 1 , 42-106-6046
38852823 , 4/1/2010 , 13/2/2010 , 1 , 42-106-6046
48363884 , 30/3/2012 , 4/5/2012 , 1 , 80-302-1890
18902829 , 28/4/1989 , 24/7/1989 , 0 , 76-81-9297
34452822 , 3/8/2008 , 22/10/2008 , 0 , 86-848-3881
10242587 , 27/9/1984 , 10/11/1984 , 1 , 42-106-6046
34452823 , 20/11/1989 , 27/11/1989 , 1 , 51-644-9729
18902831 , 5/1/1970 , 18/3/1970 , 0 , 59-911-1635
18902838 , 31/10/2019 , 21/1/2020 , 0 , 42-106-6046
23302830 , 11/3/1970 , 5/10/1970 , 1 , 12-88-4730
23302830 , 26/3/1970 , 6/2/1970 , 1 , 99-286-5464
23302829 , 28/2/1970 , 19/3/1970 , 0 , 71-923-9257
18902831 , 1/3/1993 , 3/12/1993 , 0 , 44-96-2935
34452825 , 22/3/2011 , 5/10/2011 , 1 , 85-623-3585
24266560 , 17/7/2019 , 26/7/2019 , 0 , 46-148-9236
18902830 , 9/4/1970 , 16/5/1970 , 1 , 85-623-3585
24266561 , 7/7/1971 , 14/9/1971 , 1 , 43-381-9419
28666557 , 2/1/1970 , 3/9/1970 , 0 , 99-286-5464
23302836 , 4/10/2008 , 12/11/2008 , 0 , 51-644-9729
43963884 , 11/6/1981 , 7/1/1981 , 1 , 56-707-9622
23302839 , 23/2/1973 , 5/6/1973 , 1 , 56-707-9622
10242590 , 12/1/1970 , 27/2/1970 , 0 , 59-911-1635
14642586 , 20/2/1982 , 13/3/1982 , 1 , 38-753-2321
10242590 , 3/1/1970 , 18/2/1970 , 1 , 21-978-218
18902835 , 5/5/1998 , 31/7/1998 , 1 , 79-773-308
43963880 , 21/4/2011 , 6/6/2011 , 1 , 6-862-1290
14642586 , 16/5/2002 , 6/2/2002 , 1 , 66-479-9156
48363884 , 30/5/2014 , 24/6/2014 , 0 , 3-957-5455
28666554 , 13/11/1996 , 28/11/1996 , 1 , 56-707-9622
48363878 , 13/3/2012 , 23/4/2012 , 1 , 21-978-218
23302839 , 21/2/2016 , 19/3/2016 , 1 , 19-906-2636
34452824 , 30/11/1998 , 23/2/1999 , 0 , 83-397-1896
24266561 , 10/1/1970 , 4/5/1970 , 1 , 10-625-2635
14642590 , 23/4/1976 , 30/6/1976 , 1 , 91-667-6172
24266561 , 6/4/2009 , 5/7/2009 , 1 , 79-773-308
18902835 , 6/7/1990 , 23/7/1990 , 1 , 49-626-8557
23302830 , 17/9/1970 , 27/9/1970 , 1 , 78-87-2542
10242590 , 14/10/2012 , 1/4/2013 , 0 , 80-302-1890
34452822 , 1/9/1987 , 15/9/1987 , 0 , 6-445-805
43963885 , 10/3/1982 , 5/4/1982 , 1 , 10-246-2532
34452819 , 6/3/1978 , 30/4/1978 , 1 , 66-885-1601
38852819 , 23/2/1982 , 4/7/1982 , 1 , 15-226-4713
38852819 , 22/11/1996 , 18/2/1997 , 0 , 6-862-1290
34452825 , 10/6/1976 , 15/6/1976 , 0 , 48-648-3925
43963884 , 26/6/1972 , 8/3/1972 , 0 , 56-707-9622
34452825 , 11/8/2004 , 11/8/2004 , 0 , 51-644-9729
18902835 , 14/11/1970 , 23/12/1970 , 0 , 20-106-1058
34452821 , 17/9/2003 , 25/9/2003 , 1 , 78-87-2542
43963883 , 2/1/1970 , 2/6/1970 , 1 , 73-641-3487
34452824 , 25/8/1971 , 9/12/1971 , 1 , 10-246-2532
34452826 , 7/1/1970 , 17/2/1970 , 0 , 86-848-3881
48363884 , 15/12/2017 , 25/2/2018 , 1 , 66-479-9156
23302837 , 1/6/1972 , 7/4/1972 , 0 , 86-855-1783
38852819 , 7/2/1970 , 25/4/1970 , 0 , 87-79-3429
43963884 , 25/1/1970 , 15/3/1970 , 1 , 66-885-1601
23302834 , 17/5/1988 , 28/7/1988 , 0 , 6-445-805
18902831 , 15/6/1971 , 7/9/1971 , 0 , 76-81-9297
38852822 , 20/3/1970 , 21/5/1970 , 1 , 10-625-2635
18902831 , 23/5/1972 , 30/5/1972 , 1 , 46-148-9236
34452824 , 13/8/1985 , 14/9/1985 , 0 , 76-93-4361
23302839 , 5/1/1995 , 13/3/1995 , 0 , 6-862-1290
28666555 , 21/5/1985 , 7/3/1985 , 0 , 87-79-3429
28666558 , 22/4/1988 , 7/8/1988 , 0 , 66-479-9156
34452819 , 28/11/2019 , 22/1/2020 , 0 , 38-753-2321
38852826 , 14/1/2003 , 3/3/2003 , 1 , 71-923-9257
38852822 , 30/11/1982 , 21/2/1983 , 1 , 76-93-4361
34452822 , 2/12/1994 , 28/2/1995 , 0 , 84-678-1961
24266558 , 1/5/1975 , 27/5/1975 , 1 , 71-923-9257
28666553 , 7/1/1970 , 29/1/1970 , 0 , 86-848-3881
23302832 , 22/7/2013 , 19/10/2013 , 1 , 10-544-1336
34452820 , 18/3/1989 , 30/4/1989 , 1 , 10-625-2635
10242585 , 27/1/1983 , 13/4/1983 , 1 , 76-81-9297
43963882 , 6/6/2016 , 19/6/2016 , 0 , 73-641-3487
18902832 , 24/1/1971 , 26/3/1971 , 0 , 28-69-3144
10242582 , 8/7/1970 , 19/7/1970 , 0 , 43-381-9419
14642582 , 5/3/1991 , 4/2/1991 , 1 , 43-381-9419
10242590 , 5/3/2008 , 4/4/2008 , 1 , 51-644-9729
10242590 , 1/2/1982 , 22/4/1982 , 0 , 42-106-6046
34452820 , 7/1/2017 , 20/2/2017 , 1 , 76-81-9297
48363884 , 27/4/2021 , 24/7/2021 , 1 , 66-885-1601
18902833 , 3/5/2017 , 30/7/2017 , 1 , 84-678-1961
10242585 , 18/10/2010 , 22/11/2010 , 0 , 56-707-9622
24266558 , 4/8/2016 , 26/9/2016 , 0 , 10-544-1336
18902829 , 26/10/1975 , 13/11/1975 , 0 , 10-625-2635
34452826 , 16/3/1970 , 4/6/1970 , 0 , 76-93-4361
34452821 , 3/11/1983 , 26/12/1983 , 0 , 6-445-805
48363882 , 26/2/1991 , 17/4/1991 , 0 , 10-246-2532
10242588 , 14/6/1993 , 24/6/1993 , 1 , 78-87-2542
23302832 , 3/9/1984 , 29/10/1984 , 0 , 80-302-1890
38852828 , 25/8/1974 , 11/7/1974 , 0 , 76-81-9297
23302835 , 10/1/2002 , 4/5/2002 , 0 , 42-68-2932
14642591 , 13/5/1970 , 8/6/1970 , 0 , 87-314-3002
23302838 , 23/2/2016 , 27/4/2016 , 1 , 98-721-1083
28666556 , 2/12/2013 , 24/2/2014 , 1 , 28-69-3144
43963883 , 20/5/1978 , 21/6/1978 , 1 , 79-773-308
38852819 , 22/4/2014 , 16/5/2014 , 0 , 10-544-1336
28666558 , 4/10/1981 , 25/11/1981 , 0 , 56-707-9622
14642588 , 21/1/2017 , 27/2/2017 , 1 , 99-286-5464
28666561 , 10/8/1995 , 23/9/1995 , 0 , 43-381-9419
34452826 , 8/2/1970 , 4/12/1970 , 1 , 99-286-5464
23302829 , 17/11/1978 , 27/12/1978 , 1 , 59-911-1635
28666556 , 18/3/2014 , 5/5/2014 , 1 , 10-544-1336
14642586 , 30/1/1998 , 4/11/1998 , 0 , 12-88-4730
18902831 , 4/10/1980 , 11/1/1980 , 0 , 83-397-1896
48363882 , 29/1/1997 , 28/2/1997 , 1 , 66-885-1601
23302839 , 5/9/1986 , 21/11/1986 , 1 , 4-726-6430
23302837 , 5/4/1994 , 22/5/1994 , 1 , 15-226-4713
43963884 , 10/1/1970 , 2/10/1970 , 0 , 86-855-1783
28666560 , 31/12/2020 , 3/4/2021 , 0 , 59-911-1635
10242587 , 8/11/2005 , 1/9/2006 , 1 , 56-707-9622
48363878 , 12/4/1973 , 25/6/1973 , 0 , 84-678-1961
28666559 , 29/5/1972 , 6/4/1972 , 1 , 38-776-3777
14642584 , 18/5/1979 , 7/9/1979 , 0 , 87-314-3002
14642584 , 3/2/1970 , 18/2/1970 , 1 , 28-69-3144
14642584 , 8/6/1995 , 22/7/1995 , 1 , 6-862-1290
38852823 , 9/11/2011 , 24/1/2012 , 1 , 86-848-3881
28666556 , 25/2/1970 , 3/11/1970 , 0 , 6-862-1290
14642585 , 13/11/1971 , 17/12/1971 , 0 , 12-88-4730
43963881 , 17/1/1988 , 13/4/1988 , 1 , 15-226-4713
14642588 , 21/6/1991 , 15/9/1991 , 1 , 18-969-4799
48363882 , 3/1/1970 , 24/3/1970 , 0 , 98-721-1083
14642584 , 4/11/1970 , 12/6/1970 , 1 , 56-707-9622
14642587 , 17/9/1996 , 28/9/1996 , 0 , 71-923-9257
14642590 , 20/6/1981 , 18/9/1981 , 0 , 12-88-4730
28666557 , 23/9/1971 , 10/3/1971 , 1 , 49-626-8557
18902838 , 3/2/1970 , 26/2/1970 , 1 , 43-282-5362
23302836 , 24/4/2012 , 20/5/2012 , 0 , 87-79-3429
23302836 , 10/1/1970 , 3/12/1970 , 0 , 38-753-2321
23302834 , 29/8/1990 , 16/9/1990 , 0 , 12-88-4730
34452824 , 29/10/1994 , 11/7/1994 , 1 , 76-81-9297
28666554 , 13/12/2017 , 3/6/2018 , 1 , 78-87-2542
43963885 , 3/2/1970 , 4/7/1970 , 0 , 91-667-6172
43963877 , 12/4/2004 , 20/6/2004 , 1 , 86-855-1783
43963883 , 2/4/2000 , 21/4/2000 , 0 , 79-773-308
24266560 , 16/11/1970 , 27/12/1970 , 0 , 42-106-6046
23302831 , 29/1/1981 , 15/2/1981 , 0 , 15-226-4713
28666556 , 28/1/1995 , 4/9/1995 , 1 , 43-381-9419
23302834 , 16/1/2007 , 14/2/2007 , 0 , 38-776-3777
18902837 , 16/2/2015 , 27/2/2015 , 0 , 76-81-9297
34452824 , 7/4/1970 , 5/7/1970 , 1 , 6-445-805
34452825 , 28/5/1996 , 6/11/1996 , 0 , 43-282-5362
38852822 , 16/2/1972 , 3/10/1972 , 1 , 99-286-5464
38852825 , 15/3/1990 , 6/1/1990 , 0 , 66-885-1601
28666561 , 6/2/1972 , 30/3/1972 , 0 , 51-644-9729
24266555 , 27/5/2011 , 13/8/2011 , 1 , 8-944-6118
18902829 , 13/11/1991 , 1/2/1992 , 0 , 12-88-4730
24266561 , 1/2/1971 , 3/4/1971 , 1 , 49-626-8557
23302835 , 20/1/1970 , 20/2/1970 , 1 , 56-707-9622
10242586 , 8/1/1970 , 4/3/1970 , 0 , 51-644-9729
24266560 , 21/2/1970 , 27/3/1970 , 0 , 4-726-6430
10242585 , 8/1/1970 , 31/1/1970 , 0 , 4-726-6430
23302838 , 26/7/1971 , 10/7/1971 , 0 , 87-314-3002
10242585 , 18/4/1971 , 5/11/1971 , 1 , 48-648-3925
10242583 , 12/4/2015 , 29/4/2015 , 1 , 73-641-3487
24266559 , 3/6/1970 , 22/6/1970 , 0 , 20-106-1058
43963879 , 8/6/1998 , 8/3/1998 , 0 , 85-623-3585
48363877 , 8/6/1978 , 7/7/1978 , 0 , 73-641-3487
28666558 , 29/12/2021 , 21/1/2022 , 0 , 87-314-3002
34452819 , 20/6/2007 , 9/11/2007 , 0 , 43-282-5362
43963885 , 24/1/1975 , 17/3/1975 , 0 , 46-148-9236
23302834 , 7/7/1994 , 8/8/1994 , 0 , 6-445-805
